"Категория 1";"Категория 2";"Категория 3";"Категория 4";Артикул;Заголовок;Цена;"Цена поставщика";Валюта;Наличие;Описание;"Изображение 1";"Изображение 2";"Изображение 3";"Изображение 4";"Изображение 5";"Изображение 6";"Изображение 7";"Изображение 8";"Изображение 9";"Изображение 10";"Изображение 11";"Изображение 12";"Изображение 13";"Изображение 14";"Изображение 15";"Изображение 16";"Изображение 17";Вес;Габариты;Производитель;"Ссылка на товар";ID
Бассейны;"Вкапываемые бассейны";;;ТМ599;"Круглый бассейн вкапываемый ЛАГУНА 5 х 1,5 м (Платина RAL 7024)";126000;157500;RUB;"В наличии";"<ul><li>Форма бассейна: Круглый</li> <li>Длина/Диаметр, см: 500</li> <li>Высота, см: 150</li></ul><br/><br/>";https://basseyn.ru/upload/iblock/637/em0aded0c32rx7keijew4nbod9zbgviv.jpg;;;;;;;;;;;;;;;;;;;;https://basseyn.ru/catalog/vkapyvaemye-basseyny/kruglyy-basseyn-vkapyvaemyy-laguna-5-kh-1-5-m-platina-ral-7024/;2141579452
Бассейны;"Морозоустойчивые бассейны";;;ТМ254/100040002;"Бассейн ЛАГУНА овальный вкапываемый 10 х 4 х 1,25 м (Принт)";126400;158000;RUB;"В наличии";"<ul><li>Форма бассейна: Овальный</li> <li>Длина/Диаметр, см: 1000</li> <li>Высота, см: 125</li></ul><br/><br/><h4>Видео</h4>
							   <div><p></div>";https://basseyn.ru/upload/iblock/c4c/gm87vltoc8dayhuwr2tu775neonuopzl.jpg;;;;;;;;;;;;;;;;;;;;https://basseyn.ru/catalog/morozoustoychivye-basseyny/basseyn-laguna-ovalnyy-vkapyvaemyy-10-kh-4-kh-1-25-m-print_1/;0445610134
Бассейны;"Каркасные бассейны";"Каркасные бассейны GRE";;KITPR558MAG;"Круглый бассейн GRE Atlantis Ø 350 х 132 см, со скиммером и форсункой, цвет белый";127130;158910;RUB;"В наличии";"<ul><li>Форма бассейна: Круглый</li></ul><br/><br/>Сборный бассейн GRE Atlantis круглый, Ø 350 х 132 см, со скиммером и форсункой, цвет белый.<br>
 Круглые бассейны от производителя GRE с внешним белым покрытием и внутренней ПВХ пленкой голубого цвета. Изготавливаются из прессованного гофрированного стального листа, с высокими&nbsp;показателями&nbsp;прочности и выносливости. Вся крепежная фурнитура обрабатывается специальным покрытием, которое защищает все элементы от неблагоприятного влияния окружающей среды. Виниловая ПВХ пленка толщиной 0,50 мм не подвержена воздействию ультрафиолетовых лучей, выдерживает большое давление воды и является морозоустойчивой –&nbsp;не требует демонтажа и&nbsp;рассчитана на круглогодичное размещение.<br>
 <br>
 Бассейны GRE&nbsp;легко и безопасно собираются самостоятельно за небольшой промежуток времени.&nbsp;Модели больших размеров рекомендуется вкапывать. При монтаже бассейнов помните: площадка под бассейн должна быть гладкой, ровной и полностью горизонтальной.<br>
 <br>														  
															<div><h4>Комплектация</h4>
								<table>
<tbody>
<tr>
	<td>
		 Производитель
	</td>
	<td>
		&nbsp; &nbsp; &nbsp; GRE
	</td>
</tr>
<tr>
	<td>
		 Модель
	</td>
	<td>
		&nbsp; &nbsp; &nbsp; Atlantis
	</td>
</tr>
<tr>
	<td>
		 Артикул производителя
	</td>
	<td>
		&nbsp; &nbsp; &nbsp;PR358MAG
	</td>
</tr>
<tr>
	<td>
		 Страна происхождения
	</td>
	<td>
		&nbsp; &nbsp; &nbsp; Испания
	</td>
</tr>
<tr>
	<td>
		 Ед. измерения
	</td>
	<td>
		&nbsp; &nbsp; &nbsp; компл
	</td>
</tr>
</tbody>
</table></div>";https://basseyn.ru/upload/iblock/ac8/ac8f98cc548424ac60b8a840446b08e6.PNG;https://basseyn.ru/upload/iblock/b1a/b1ad1de2bc42df186e0d85c730284831.PNG;https://basseyn.ru/upload/iblock/bcb/bcb90624824e5fe218d2c86e43efe318.PNG;;;;;;;;;;;;;;;;;;https://basseyn.ru/catalog/karkasnye-basseiny-gre/kruglyy-basseyn_4/;0186100463
Бассейны;"Морозоустойчивые бассейны";"Морозоустойчивые бассейны GRE";;PR558WO;"Круглый бассейн, серия ""MAURITIUS"" 550х132см, имитация Дерево";128180;160220;RUB;"В наличии";"<ul><li>Форма бассейна: Круглый</li> <li>Длина/Диаметр, см: 550</li> <li>Высота, см: 132</li></ul><br/><br/>Морозоустойчивый круглый бассейн GRE PR558WO 550х132см. MAURITIUS изготовлен из сверхпрочного материала &#40;прессованный гофрированный стальной лист&#41; с внутренней поверхностью из виниловой пленки ПВХ &#40;лайнер голубого цвета&#41;. Бассейн устойчивый и прочный - на борт бассейна можно не только облокотиться, но и спокойно сесть, а также закрепить любое оборудование и аксессуары. Виниловая внутренняя чаша бассейна обладает противоскользящим эффектом, надежная и безопасная, устойчивая к ультрафиолету, перепадам температур, истиранию. Но при необходимости пленку лайнер всегда можно заменить. <br>
<br>
Простая и легкая установка бассейна выгодно выделяет его на фоне обычных бассейнов. Для подготовки площадки не требуется серьезных затрат, достаточно залить плиту толщиной 15-20 см., также допускается частичное или полное заглубление конструкции. Благодаря уникальным конструкционным материалам, бассейн может оставаться на открытом воздухе круглогодично, не боится ни морозов, ни палящего солнца.<br>
<br>
Испанский концерн GRE известен на международном рынке уже более 50-и лет, вся продукция проходит испытания и соответствует строгим европейским нормам качества.<br>
На все бассейны производитель дает 5-и летнюю гарантию, а срок службы не менее 10 лет! В отличии от своих китайский конкурентов, GRE предоставляет российскому рынку высококачественную продукцию премиум уровня по приемлемым ценам&nbsp;&nbsp;и наилучшее соотношение в срок службы/качество/цена. Если вам необходим бассейн, который после 3-4 лет использования будет оставаться таким же новым и надежным, как в день покупки, то GRE ваш выбор.<br>
<br>
														  
														
														<h4>Видео</h4>
							   <div><p></div>	
							   
							 

														   
														<h4>Инструкции и руководства</h4>
							   <div>Инструкция к товару<br></div>";https://basseyn.ru/upload/iblock/5d2/5d227b9262c94c54589cc5ea1115cb8a.jpg;https://basseyn.ru/upload/iblock/06e/06eb85d1d222160b2f6440308be65620.jpg;https://basseyn.ru/upload/iblock/341/341a6a882c947b17689915933371df60.jpg;https://basseyn.ru/upload/iblock/ccd/ccd11189d47161d9c42cfce632865304.jpg;https://basseyn.ru/upload/iblock/320/320fe152cfe5fa6ad2feb5d794da87d9.jpg;https://basseyn.ru/upload/iblock/d78/d787fdd853fffea5dab67fbfdaa32e80.jpg;https://basseyn.ru/upload/iblock/09e/09e128024d6267d72361fe68d6006b40.jpg;;;;;;;;;;;;;;https://basseyn.ru/catalog/morozoustoychivye-basseyny-gre/kruglyy-basseyn-seriya-mauritius-550kh132sm-imitatsiya-derevo_1/;800547052
Бассейны;"Каркасные бассейны";"Каркасные бассейны Bestway";;"561CS BW";"Каркасный бассейн 549х130см, композитный, 27221л, песч.фил.-нас. 5678л\ч, лестн, тент, подст,дисп, Bestway, 561CS BW";128480;160600;RUB;"В наличии";"<div><h4>Основные характеристики</h4>
								Размер: Ø 550 x 130 см<br>
 Емкость для воды : 27 221 литров<br>
 Возможность подключения системы фильтрации &#40;диаметр 38 мм&#41;<br>
 Усиленная рифленая сталь<br>
 Встроенный поверхностный скимер<br>
 Цвет: внешний вид под дерево<br>
 Внутренняя отделка в стиле мозаики из гальки</div>							
							   
															<div><h4>Комплектация</h4>
								Песочный фильтр насос 5678 л / ч #58497 <br>
 Лестница 132 см&nbsp;&nbsp;#58332 <br>
 Тент<br>
 Подстилка<br>
 Дозатор<br>
 Заплатка для ремонта<br>
 Rоробка<br>
 Доставка на поддоне</div>";https://basseyn.ru/upload/iblock/588/q5pozq1lnqu5meoqjsjz9fz9s37sr93d.jpg;https://basseyn.ru/upload/iblock/ee6/7rdy3rhryx060i1ffc3bk6zpf7r7dg6u.jpeg;https://basseyn.ru/upload/iblock/7cc/w0w6p229poexl1fqbngfnzwbe0cmuiep.jpeg;https://basseyn.ru/upload/iblock/cc7/i49c2gt7aqnb1cwdhmaat159jm2pwh4v.jpeg;https://basseyn.ru/upload/iblock/c71/wwo97nqpx51qwvp9pq7n53o5b7mo0doj.jpeg;https://basseyn.ru/upload/iblock/493/6n1dkt835n2rowlpztw1fmd0yv0cfk07.jpeg;https://basseyn.ru/upload/iblock/e73/y8ihdzsg1xrtv9ctuyzoaly0quo0424s.jpeg;https://basseyn.ru/upload/iblock/1bc/nxdwakqposkrda4x7hhx8res16zxv02i.jpeg;;;;;;;;;;;;;https://basseyn.ru/catalog/karkasnye-basseiny-bestway/karkasnyy-basseyn-549kh130sm-kompozitnyy-27221l-pesch-fil-nas-5678l-ch-lestn-tent-podst-disp/;1029897529
Бассейны;"Морозоустойчивые бассейны";;;ТМ256/101054902;"Бассейн ЛАГУНА овальный вкапываемый 10,1 х 5,49 х 1,25 м (Принт)";128800;161000;RUB;"В наличии";"<ul><li>Форма бассейна: Овальный</li> <li>Длина/Диаметр, см: 1010</li> <li>Ширина, см: 549</li> <li>Высота, см: 125</li></ul><br/><br/><h4>Видео</h4>
							   <div><p></div>";https://basseyn.ru/upload/iblock/016/7amuiv9eow2zap22k5c1swh0guyw4ept.jpg;;;;;;;;;;;;;;;;;;;;https://basseyn.ru/catalog/morozoustoychivye-basseyny/basseyn-laguna-ovalnyy-vkapyvaemyy-10-1-kh-5-49-kh-1-25-m-print_1/;447523113
Бассейны;"Морозоустойчивые бассейны";"Морозоустойчивые бассейны GRE";;KIT500W;"Овальный бассейн, серия ""PACIFIC"" 500x300x120см, имитация Дерево";129530;161910;RUB;"В наличии";"<ul><li>Форма бассейна: Овальный</li> <li>Тип фильтр-насоса: Песочный насос</li> <li>Длина/Диаметр, см: 500</li> <li>Ширина, см: 300</li> <li>Высота, см: 120</li></ul><br/><br/>Морозоустойчивый овальный бассейн GRE KIT500W 500x300x120см. PACIFIC изготовлен из сверхпрочного материала (прессованный гофрированный стальной лист) с внутренней поверхностью из виниловой пленки ПВХ (лайнер голубого цвета). Бассейн устойчивый и прочный - на борт бассейна можно не только облокотиться, но и спокойно сесть, а также закрепить любое оборудование и аксессуары. Виниловая внутренняя чаша бассейна обладает противоскользящим эффектом, надежная и безопасная, устойчивая к ультрафиолету, перепадам температур, истиранию. Но при необходимости пленку лайнер всегда можно заменить. 

Простая и легкая установка бассейна выгодно выделяет его на фоне обычных бассейнов. Для подготовки площадки не требуется серьезных затрат, достаточно залить плиту толщиной 15-20 см., также допускается частичное или полное заглубление конструкции. Благодаря уникальным конструкционным материалам, бассейн может оставаться на открытом воздухе круглогодично, не боится ни морозов, ни палящего солнца.

Испанский концерн GRE известен на международном рынке уже более 50-и лет, вся продукция проходит испытания и соответствует строгим европейским нормам качества.
На все бассейны производитель дает 5-и летнюю гарантию, а срок службы не менее 10 лет! В отличии от своих китайский конкурентов, GRE предоставляет российскому рынку высококачественную продукцию премиум уровня по приемлемым ценам  и наилучшее соотношение в срок службы/качество/цена. Если вам необходим бассейн, который после 3-4 лет использования будет оставаться таким же новым и надежным, как в день покупки, то GRE ваш выбор.
														  
														
														<h4>Видео</h4>
							   <div><p></div>	
							   
							 

														   
														<h4>Инструкции и руководства</h4>
							   <div>Инструкция к товару<br></div>";https://basseyn.ru/upload/iblock/0e4/0e4461a61e5ec38fce95387d67b7a32e.jpg;https://basseyn.ru/upload/iblock/3a9/3a96df53b9c9972d0593b1bc1006deba.jpg;https://basseyn.ru/upload/iblock/fcf/fcf3e947afabd51dcb48b1ab315ef0d7.jpg;https://basseyn.ru/upload/iblock/e5c/e5c5c86dd6f42e7afe3833a75b5a41b3.jpg;https://basseyn.ru/upload/iblock/d75/d7549eb30a07a6e15c6b70f221974f38.jpg;https://basseyn.ru/upload/iblock/abf/abf0dcd7f72091b7c9651e8ec5da6c37.jpg;https://basseyn.ru/upload/iblock/ce8/ce870640f49f4261e536dd6106581ea7.jpg;https://basseyn.ru/upload/iblock/39b/39b81f57182321e182253fe14a88a549.jpg;;;;;;;;;;;;;https://basseyn.ru/catalog/morozoustoychivye-basseyny-gre/ovalnyy-basseyn-seriya-pacific-500x300x120sm-imitatsiya-derevo/;01513694473
Бассейны;"Вкапываемые бассейны";"Вкапываемые бассейны GRE";;PE4259;"Круглый бассейн 420х150см";129530;161910;RUB;"В наличии";;https://basseyn.ru/upload/iblock/9fb/9fb548116695818314586eec29f89f21.png;;;;;;;;;;;;;;;;;;;;https://basseyn.ru/catalog/vkapyvaemy-basseyny-gre/kruglyy-basseyn-420kh150sm/;0794399446
Бассейны;"Морозоустойчивые бассейны";"Морозоустойчивые бассейны GRE";;KIT500GF;"Овальный бассейн, серия ""KEA"" 500x300x120см, имитация Графит";129530;161910;RUB;"В наличии";"<ul><li>Форма бассейна: Овальный</li> <li>Длина/Диаметр, см: 500</li> <li>Ширина, см: 300</li> <li>Высота, см: 120</li></ul><br/><br/>Овальный бассейн GRE &quot;KEA&quot; 500x300x120см &#40;Арт. KIT500GF&#41; оснащен четырьмя стойками. Модель выполнена из прочного и устойчивого к внешним воздействиям каркаса из оцинкованного листа. Изделие внутри покрыто виниловой пленкой ПВХ с противоскользящим покрытием. Последнее сделает купание максимально безопасным. Кроме того, пленка ПВХ обладает устойчивостью к воздействиям ультрафиолетовых излучений. <br>
Стоит отметить, что этот, как и любой другой бассейн испанского бренда GRE, устойчиво к морозу. Следовательно, вам не придется его демонтировать перед наступлением зимнего периода.<br>
Испанская торговая марка GRE существует на рынке более 50 лет, и она успела завоевать популярность у многих потребителей высочайшим качеством своей продукции и доступными ценами. Все товары этого бренда сертифицированы и имеют все необходимые лицензии международного образца. А бассейны могут пребывать в эксплуатации около 20 лет.<br>
														  
														
							  
							 

														   
														<h4>Инструкции и руководства</h4>
							   <div>Инструкция к товару<br></div>";https://basseyn.ru/upload/iblock/bd9/bd9a16cd8e2112cb2f8f7582262018e8.jpg;https://basseyn.ru/upload/iblock/62a/62aaa25a14a16378245738bd2ea58ec9.jpg;https://basseyn.ru/upload/iblock/895/8957c30f1fa5a981fd7365c4686bc611.jpg;https://basseyn.ru/upload/iblock/edb/edb16b83fba8ef3d9016983b4ce71533.jpg;https://basseyn.ru/upload/iblock/8c0/8c0d104ceb36b49e8b05ad6c8a21102a.jpg;https://basseyn.ru/upload/iblock/0d0/0d02c806245fc2ec1e569820ce497b17.jpg;https://basseyn.ru/upload/iblock/2db/2db7e1846227598c24220fdf8dbb0253.jpg;;;;;;;;;;;;;;https://basseyn.ru/catalog/morozoustoychivye-basseyny-gre/ovalnyy-basseyn-seriya-kea-500x300x120sm-imitatsiya-grafit/;2112521627
Бассейны;"Каркасные бассейны";"Каркасные бассейны GRE";;PR508WOMAG;"Овальный бассейн 500х300х132см, 4 боковых упора, имитация Дерево";130640;163300;RUB;"В наличии";"Изготавливаются бассейны из прессованного гофрированного стального листа, что гарантирует высокий показатель прочности и выносливости. Вся крепежная фурнитура обрабатывается специальным покрытием, которое превосходно защищает все элементы от неблагоприятного влияния окружающей среды. Виниловая ПВХ пленка не подвержена воздействию ультрафиолетовых лучей, выдерживает большое давление воды и является морозоустойчивой - не требует демонтажа, рассчитана на круглогодичное размещение.																						<div><h4>Основные характеристики</h4>
								- Овальный бассейн со стальными стенами под дерево 500 х 300 х 132 см с боковыми стойками<br>
 - ПВХ синий цвет лайнера&nbsp;40/100<br>
 - Стальные профили&nbsp;<br>
- Пластиковые защитные элементы</div>";https://basseyn.ru/upload/iblock/77f/v1qb1z4qb6q6lxg22tcycxza6vsoc3s1.jpg;;;;;;;;;;;;;;;;;;;;https://basseyn.ru/catalog/karkasnye-basseiny-gre/ovalnyy-basseyn-500kh300kh132sm-4-bokovykh-upora-imitatsiya-derevo/;1883435198
Бассейны;"Каркасные бассейны";"Каркасные бассейны GRE";;PR508NMAG;"Овальный бассейн 500х300х132см, 4 боковых упора";130640;163300;RUB;"В наличии";"<ul><li>Форма бассейна: Овальный</li></ul><br/><br/>";https://basseyn.ru/upload/iblock/3a1/3a1733bb3671b86f548176734537bba4.jpg;;;;;;;;;;;;;;;;;;;;https://basseyn.ru/catalog/karkasnye-basseiny-gre/ovalnyy-basseyn-4-bokovykh-upora_5/;0743265286
Бассейны;"Каркасные бассейны";;;"561KJ BW";"Каркасный прямоугольный бассейн 956х488х132см ""APX"" 365 52231л, песч.фил-нас, лестн, тент, полисферы";131360;164200;RUB;"В наличии";"Каркасный бассейн Splashview Pool&nbsp;предлагает огромное пространство для развлечений всей семьи.&nbsp;Устойчивые к разрыву и УФ-излучению боковые стенки из материала TriTech надежно выдерживают нагрузки, вызванные весом и движением. Облицовка бассейна с всесезонной защитой Polar-Shield придает бассейну зимостойкие свойства. Коррозионностойкая оцинкованная стальная рама с антипригарным покрытием. Система ClickConnect предотвращает контакт металла с металлом и позволяет быстро собрать стальную раму. Для сборки рамы и облицовки требуется 2-3 человека примерно за 90 минут. Наружные стены под темный мрамор, внутренняя облицовка под светло-голубой мрамор.																						<div><h4>Основные характеристики</h4>
								Вместимость воды (90%): 52 231 литр.&nbsp;Оцинкованная защитная лестница 132 см. Брезент 937 x 457 см. Производительность насоса: 8 327 л/ч. Расход: 6 435 л/ч. Многоразовые фильтрующие шарики Polysphere в качестве замены фильтрующего песка. Встроенный сливной клапан с переходником для садового шланга. Регулирующие клапаны.<br>
<p>
	 Характеристики и комплектация могут быть изменены производителем без предварительного уведомления.
</p></div>";https://basseyn.ru/upload/iblock/292/ima5lzf7gey4mu3kppff8hkb1lynbuso.webp;https://basseyn.ru/upload/iblock/0d8/0vn5n2k1rywsapkn6h5inqugwnlajdcc.webp;https://basseyn.ru/upload/iblock/1eb/xlgihpn3r2ebz40g6czilovax6zswk6j.webp;;;;;;;;;;;;;;;;;;https://basseyn.ru/catalog/karkasnye-basseiny/karkasnyy-pryamougolnyy-basseyn-956kh488kh132sm-apx-365-52231l-pesch-fil-nas-lestn-tent-polisfery/;1371508819
Бассейны;"Каркасные бассейны";"Каркасные бассейны GRE";;KITPR458GFMAG;"Круглый бассейн";131920;164890;RUB;"В наличии";;https://basseyn.ru/upload/iblock/497/4975812a3be158b2b9f2582a5ee7866e.jpg;;;;;;;;;;;;;;;;;;;;https://basseyn.ru/catalog/karkasnye-basseiny-gre/kruglyy-basseyn_2/;0186100461
Бассейны;"Каркасные бассейны";"Круглые каркасные бассейны";;KITPR458NMAG;"Круглый бассейн";131920;164890;RUB;"В наличии";;https://basseyn.ru/upload/iblock/dc9/dc9737ed9f059b1080a24b40c5a19ec2.jpg;;;;;;;;;;;;;;;;;;;;https://basseyn.ru/catalog/kruglye-karkasnye-basseyny/kruglyy-basseyn/;159855881
Бассейны;"Морозоустойчивые бассейны";"Морозоустойчивые бассейны GRE";;KITPR458WOMAG;"Круглый бассейн, серия ""MAURITIUS"" 460х132см, имитация Дерево";131920;164890;RUB;"В наличии";"<ul><li>Форма бассейна: Круглый</li> <li>Тип фильтр-насоса: Песочный насос</li> <li>Длина/Диаметр, см: 460</li> <li>Высота, см: 132</li></ul><br/><br/>Морозоустойчивый круглый бассейн GRE KITPR458WOMAG 460х132см. MAURITIUS изготовлен из сверхпрочного материала &#40;прессованный гофрированный стальной лист&#41; с внутренней поверхностью из виниловой пленки ПВХ &#40;лайнер голубого цвета&#41;. Бассейн устойчивый и прочный - на борт бассейна можно не только облокотиться, но и спокойно сесть, а также закрепить любое оборудование и аксессуары. Виниловая внутренняя чаша бассейна обладает противоскользящим эффектом, надежная и безопасная, устойчивая к ультрафиолету, перепадам температур, истиранию. Но при необходимости пленку лайнер всегда можно заменить. <br>
<br>
Простая и легкая установка бассейна выгодно выделяет его на фоне обычных бассейнов. Для подготовки площадки не требуется серьезных затрат, достаточно залить плиту толщиной 15-20 см., также допускается частичное или полное заглубление конструкции. Благодаря уникальным конструкционным материалам, бассейн может оставаться на открытом воздухе круглогодично, не боится ни морозов, ни палящего солнца.<br>
<br>
Испанский концерн GRE известен на международном рынке уже более 50-и лет, вся продукция проходит испытания и соответствует строгим европейским нормам качества.<br>
На все бассейны производитель дает 5-и летнюю гарантию, а срок службы не менее 10 лет! В отличии от своих китайский конкурентов, GRE предоставляет российскому рынку высококачественную продукцию премиум уровня по приемлемым ценам&nbsp;&nbsp;и наилучшее соотношение в срок службы/качество/цена. Если вам необходим бассейн, который после 3-4 лет использования будет оставаться таким же новым и надежным, как в день покупки, то GRE ваш выбор.<br>
<br>
																						<div><h4>Основные характеристики</h4>
								Диаметр: 460 см<br>
Глубина: 132 см<br>
Вес упаковки: 238 кг<br>
Толщина стенки: 0.4 мм<br>
Толщина пленки: 0.5 мм</div>							
							   
															<div><h4>Комплектация</h4>
								Каркас стальной<br>
Монтажная и крепежная фурнитура<br>
Чашковый пакет &#40;ПВХ пленка 0.50 мм&#41;<br>
Подложка<br>
Лестница ES1213<br>
Песочный фильтр FS400<br>
Форсунка стеновая<br>
Скиммер встраиваемый<br>
Инструкция по сборке</div>
														
														<h4>Видео</h4>
							   <div><p></div>	
							   
							 

														   
														<h4>Инструкции и руководства</h4>
							   <div>Инструкция к товару<br></div>";https://basseyn.ru/upload/iblock/e83/e83c0c7a49591419c9bfba2e035ee586.jpg;https://basseyn.ru/upload/iblock/bc1/bc1b1d01788718e477026cef19c58344.jpg;https://basseyn.ru/upload/iblock/dc2/dc2e66112ec3a4958f04f37096ac34f3.jpg;https://basseyn.ru/upload/iblock/14c/14c7e3d42e43b7fd2a0671c876fd1f1e.jpg;https://basseyn.ru/upload/iblock/4c5/4c5828ba8315566d9e27499b3fd708f4.jpg;https://basseyn.ru/upload/iblock/963/963ec3f27f4381288a401b705507823a.jpg;https://basseyn.ru/upload/iblock/4ea/4ea888ae024eaceb36eccb1eaa750b10.jpg;https://basseyn.ru/upload/iblock/47c/47c309bcc771fd1995b222045d3d4240.jpg;https://basseyn.ru/upload/iblock/962/962c8ad301cbfd6ba7f36270a1774b33.jpg;;;;;;;;;;;;https://basseyn.ru/catalog/morozoustoychivye-basseyny-gre/kruglyy-basseyn-seriya-mauritius-460kh132sm-imitatsiya-derevo/;2145652372
Бассейны;"Вкапываемые бассейны";"Вкапываемые бассейны GRE";;PEOV6059;"Овальный бассейн 600х320х150см";133180;166470;RUB;"В наличии";;https://basseyn.ru/upload/iblock/1a8/1a804e73d0ed389099cad2ae712682d5.jpg;;;;;;;;;;;;;;;;;;;;https://basseyn.ru/catalog/vkapyvaemy-basseyny-gre/ovalnyy-basseyn-600kh320kh150sm/;0514785245
Бассейны;"Морозоустойчивые бассейны";"Морозоустойчивые бассейны GRE";;KITPR458WO;"Круглый бассейн, серия ""MAURITIUS"" 460x132см, имитация Дерево";134160;167700;RUB;"В наличии";"<ul><li>Форма бассейна: Круглый</li> <li>Тип фильтр-насоса: Песочный насос</li> <li>Длина/Диаметр, см: 460</li> <li>Высота, см: 132</li></ul><br/><br/>Круглый бассейн GRE &quot;MAURITIUS&quot; 460x132см &#40;Арт. KITPR458WO&#41; станет хорошим выбором для большой семьи. Бассейн обладает внушительными габаритами и стильным дизайном. Отделка «имитация дерева» послужит гармоничным дополнением к любому современному интерьеру. <br>
Бассейн предназначен для круглогодичного размещения под открытым небом. Он устойчив к морозам и к ультрафиолетовым излучениям.&nbsp;&nbsp;&nbsp;&nbsp;<br>
Модель выполнена из прессованного стального листа, что гарантирует прочность и износоустойчивость. Крепежная фурнитура изделия со специальным покрытием защищена от механических повреждений.<br>
Внутренняя отделка бассейна из виниловой пленки ПВХ с противоскользящим покрытием. <br>
Монтируется эта модель очень легко. Никакие особенные навыки и умения вам для этого не понадобятся. <br>
Поскольку испанский бренд GRE существует более 50 лет, она успела завоевать хорошую репутацию у потребителей. К тому же продукция компании обладает высочайшим качеством.<br>
																						<div><h4>Основные характеристики</h4>
								Диаметр: 460 см<br>
Глубина: 132 см<br>
Вес в упаковке: 190 кг<br>
Толщина стенки: 4 мм<br>
Толщина пленки: 4 мм<br>
Объем: 14560 л<br>
</div>							
							   
															<div><h4>Комплектация</h4>
								Каркас бассейна<br>
Монтажная и крепежная фурнитура<br>
Чашковый пакет ПВХ пленка<br>
Подложка<br>
Лестница <br>
Песочный фильтр <br>
Форсунка для подачи воды<br>
Скиммер <br>
Инструкция по сборке<br>
</div>
														
														<h4>Видео</h4>
							   <div><p></div>	
							   
							 

														   
														<h4>Инструкции и руководства</h4>
							   <div>Инструкция к товару<br></div>";https://basseyn.ru/upload/iblock/932/9327445bb98dbe36938bcc4c4336a1aa.jpg;https://basseyn.ru/upload/iblock/c4f/c4f0b0029aaa65efa601d94da6961925.jpg;https://basseyn.ru/upload/iblock/545/54571c668c86d8d6e6e5b2e780deb053.jpg;https://basseyn.ru/upload/iblock/bd6/bd67a01c875d8c33152503e8450560f5.jpg;https://basseyn.ru/upload/iblock/b29/b291cbadacd0341fc380c5f62878b583.jpg;https://basseyn.ru/upload/iblock/6c0/6c0aaafe23cf3e303a9ca7691d01d9c4.jpg;https://basseyn.ru/upload/iblock/3d9/3d9072737845a3cc5fb653fb70af83e7.jpg;https://basseyn.ru/upload/iblock/b37/b37d3187ca8591408fc1d4ad16285078.jpg;https://basseyn.ru/upload/iblock/768/7683d5ed22dfd05d76a3da3aa6fc96b5.jpg;;;;;;;;;;;;https://basseyn.ru/catalog/morozoustoychivye-basseyny-gre/kruglyy-basseyn-seriya-mauritius-460x132sm-imitatsiya-derevo/;629074331
Бассейны;"Морозоустойчивые бассейны";"Морозоустойчивые бассейны GRE";;KITPR458GF;"Круглый бассейн, серия ""GRANADA"" 460x132см, имитация Графит";134160;167700;RUB;"В наличии";"<ul><li>Форма бассейна: Круглый</li> <li>Тип фильтр-насоса: Песочный насос</li> <li>Длина/Диаметр, см: 460</li> <li>Высота, см: 132</li></ul><br/><br/>Морозоустойчивый бассейн GRE KITPR458GF 460x132см. GRANADAизготовлен из сверхпрочного материала (прессованный гофрированный стальной лист) с внутренней поверхностью из виниловой пленки ПВХ (лайнер голубого цвета). Бассейн устойчивый и прочный - на борт бассейна можно не только облокотиться, но и спокойно сесть, а также закрепить любое оборудование и аксессуары. Виниловая внутренняя чаша бассейна обладает противоскользящим эффектом, надежная и безопасная, устойчивая к ультрафиолету, перепадам температур, истиранию. Но при необходимости пленку лайнер всегда можно заменить. 

Простая и легкая установка бассейна выгодно выделяет его на фоне обычных бассейнов. Для подготовки площадки не требуется серьезных затрат, достаточно залить плиту толщиной 15-20 см., также допускается частичное или полное заглубление конструкции. Благодаря уникальным конструкционным материалам, бассейн может оставаться на открытом воздухе круглогодично, не боится ни морозов, ни палящего солнца.

Испанский концерн GRE известен на международном рынке уже более 50-и лет, вся продукция проходит испытания и соответствует строгим европейским нормам качества.
На все бассейны производитель дает 5-и летнюю гарантию, а срок службы не менее 10 лет! В отличии от своих китайский конкурентов, GRE предоставляет российскому рынку высококачественную продукцию премиум уровня по приемлемым ценам  и наилучшее соотношение в срок службы/качество/цена. Если вам необходим бассейн, который после 3-4 лет использования будет оставаться таким же новым и надежным, как в день покупки, то GRE ваш выбор.
														  
														
							  
							 

														   
														<h4>Инструкции и руководства</h4>
							   <div>Инструкция к товару<br></div>";https://basseyn.ru/upload/iblock/bef/beff714bff01088fa20cb34e70e5ec0a.jpg;https://basseyn.ru/upload/iblock/41b/41b1bb67df39cbe9a05d9531faea64eb.jpg;https://basseyn.ru/upload/iblock/a63/a6377baa6c744a3478ee559b917921e4.jpg;https://basseyn.ru/upload/iblock/7de/7de5bb699a5a783b7631c03ffec75a77.jpg;https://basseyn.ru/upload/iblock/3c8/3c8bc755891240976eb6639d45a5f5c2.jpg;https://basseyn.ru/upload/iblock/df3/df37d55f7360b15dd4f909adf0cda34c.jpg;https://basseyn.ru/upload/iblock/83b/83bc0356937f382121210fddc87dd828.jpg;;;;;;;;;;;;;;https://basseyn.ru/catalog/morozoustoychivye-basseyny-gre/kruglyy-basseyn-seriya-granada-460x132sm-imitatsiya-grafit/;1382815468
